"ID","LIMIT_BAL","MARRIAGE","EDUCATION","SEX","AGE","PAY_1","PAY_2","PAY_3","BILL_AMT1","BILL_AMT2","BILL_AMT3","PAY_AMT1","PAY_AMT2","PAY_AMT3","TARGET"
3012,50000,1,2,2,39,0,0,0,50643,50199,23986,2741,2079,2177,0
3013,360000,1,3,2,38,0,0,0,165,853,165,853,165,300,0
3014,320000,1,2,2,37,0,0,0,49846,53811,38717,5000,2000,2000,0
3015,180000,2,3,2,38,0,0,0,35619,22745,12200,1745,1200,1531,0
3016,250000,1,3,2,40,1,0,0,0,645,3490,645,3490,0,0
3017,420000,2,3,2,37,0,0,0,433837,426169,411637,15500,17000,13541,0
3018,20000,1,2,1,38,0,0,2,14950,16446,19844,2065,3398,0,0
3019,380000,1,3,1,35,0,0,0,173252,113001,74275,10069,12712,10000,0
3020,360000,1,2,2,35,0,0,0,29540,27930,692,27930,692,41303,0
3021,150000,2,2,2,42,0,0,0,1518,1798,5699,1798,5699,4644,0
3022,60000,1,2,2,39,0,0,0,33147,54511,56167,24511,6000,17000,0
3023,80000,1,1,1,38,0,0,0,81066,80873,81244,3000,2929,3000,0
3024,80000,2,3,2,37,0,0,0,27432,27902,28447,1833,1378,1328,0
3025,30000,2,2,1,34,1,2,0,21871,21222,22555,0,1681,2000,0
3026,1e+05,1,2,1,37,0,0,2,11119,12376,4419,3000,0,0,0
3027,80000,2,2,1,40,0,0,0,49302,35916,25528,1412,1425,931,0
3028,60000,2,1,1,38,0,0,0,59817,47872,38605,3000,2000,1500,0
3029,20000,2,2,1,39,0,0,0,6866,8246,10101,1500,2000,0,0
3030,20000,1,2,2,38,0,0,0,9845,5419,6098,3000,2000,1000,0
3031,120000,2,3,1,33,0,0,0,64670,68574,71849,5000,5000,5000,0
3032,5e+05,1,3,1,40,1,0,0,-44,-44,-44,0,0,0,0
3033,30000,2,1,1,42,0,0,0,28185,28296,23455,1377,1370,1294,0
3034,230000,1,2,2,36,0,0,0,7035,2954,13375,2969,13441,0,0
3035,30000,1,2,2,45,0,0,0,20344,21705,22537,2000,1500,2000,0
3036,190000,2,2,2,34,0,0,0,147586,155228,160588,10000,7891,5743,0
3037,30000,1,1,2,34,0,0,0,17708,18734,19442,1615,1323,1622,0
3038,310000,1,2,2,36,0,0,0,180225,85799,103459,10000,20000,10000,0
3039,130000,2,3,2,35,0,0,0,132105,130973,97006,8000,4559,5000,0
3040,30000,1,2,1,40,0,0,0,29557,30091,28247,1427,2973,1500,0
3041,310000,2,2,2,35,0,0,0,325056,327591,322273,13294,12131,8543,0
3042,440000,1,1,2,40,0,0,0,54408,57901,61914,5000,5000,5000,0
3043,60000,2,3,1,40,0,0,0,2295,5293,13421,6000,10000,900,0
3044,1e+05,2,2,1,32,2,2,2,89296,101755,90684,14002,560,0,0
3045,240000,2,3,2,39,0,0,0,65220,68155,70184,4000,3167,2767,0
3046,20000,2,2,2,38,0,0,0,17648,13580,14204,3000,5007,3000,0
3047,2e+05,1,2,2,38,0,0,0,93713,59223,50290,1866,1762,1827,0
3048,150000,1,3,2,34,1,0,0,-15,17671,14517,17686,14517,0,0
3049,270000,1,2,2,38,0,0,0,62599,59368,57856,5000,5000,5000,0
3050,140000,1,2,2,35,0,0,0,43616,44710,45661,2100,2000,6000,0
3051,160000,1,3,2,34,0,0,0,827,827,827,827,827,827,0
3052,130000,2,2,2,40,0,0,0,14351,10473,9429,2000,3000,3000,0
3053,50000,2,1,2,38,0,0,0,2498,-2,1697,0,1699,0,0
3054,180000,2,3,2,40,0,0,0,95757,98098,101255,3880,5114,3238,0
3055,280000,2,3,1,36,0,0,0,1695,5827,10190,6644,10200,2355,0
3056,360000,2,3,1,40,0,0,0,0,0,0,0,0,0,0
3057,130000,1,2,1,40,0,0,0,24008,21231,14323,3000,5000,2822,0
3058,130000,2,2,2,43,1,2,2,11446,12562,12075,1600,0,4300,0
3059,4e+05,1,2,2,34,0,0,0,389,389,389,390,390,321,0
3060,70000,1,2,2,39,0,0,0,58053,53334,54448,2000,1999,2181,0
3061,3e+05,1,3,1,37,0,0,0,193462,185703,190060,6835,7542,7930,0
3062,210000,2,2,2,42,0,0,0,1778,224,2018,226,2031,0,0
3063,180000,1,2,2,35,0,0,0,25000,0,0,0,0,6398,0
3064,110000,1,2,2,36,0,0,0,36267,37234,37341,1587,1694,1561,0
3065,1e+05,1,2,1,33,0,0,0,390,390,390,390,390,390,0
3066,1e+05,2,3,2,40,0,0,0,46430,47679,48783,2000,2000,2000,0
3067,3e+05,1,2,2,38,0,0,0,129234,127932,124793,10060,10864,10078,0
3068,150000,2,2,2,35,0,0,0,108924,109705,108748,4000,5500,4000,0
3069,320000,1,3,1,40,0,0,0,1877,4094,4664,4114,4687,3985,0
3070,20000,2,2,2,43,0,0,2,14413,16474,16510,3000,1000,1000,0
3071,310000,2,3,2,38,0,0,0,6514,8619,6204,8619,6206,2905,0
3072,2e+05,1,2,1,41,0,0,0,93700,95991,15040,4512,2010,1000,0
3073,2e+05,2,3,2,36,0,0,0,4510,7430,4144,7430,4144,57836,0
3074,420000,1,3,2,39,0,0,0,8871,358,0,358,0,0,0
3075,80000,2,2,2,36,0,0,0,60261,60129,57488,2234,5311,0,0
3076,10000,2,1,1,40,0,0,0,2944,4877,6287,2000,1500,1500,0
3077,330000,1,1,1,34,0,0,0,141061,144526,148420,3856,3926,3966,0
3078,50000,1,2,1,42,0,0,0,25387,25435,23268,1374,1418,1295,0
3079,110000,2,2,2,39,0,0,0,63376,67293,67536,5000,1317,11380,0
3080,180000,1,2,2,37,0,0,0,0,0,0,0,0,0,0
3081,380000,1,3,2,37,0,0,0,372926,354068,327342,13248,9543,6106,0
3082,150000,1,2,2,37,2,2,2,100390,108784,110405,11600,4800,0,0
3083,230000,2,2,1,36,0,0,0,566,5477,7996,5480,4001,3000,0
3084,50000,2,2,1,36,0,0,0,8608,10300,12711,2000,2900,0,0
3085,360000,1,2,1,39,0,0,0,0,256,0,256,0,425,0
3086,210000,2,1,1,38,0,0,0,53748,98002,10347,99737,11188,20564,0
3087,70000,2,3,1,34,0,0,0,31011,28034,26363,2002,1435,1294,0
3088,80000,1,1,2,45,0,0,0,0,0,0,0,0,0,0
3089,60000,1,3,2,36,0,0,0,51855,53220,59244,2200,7000,0,0
3090,410000,1,2,1,39,0,0,0,392906,400864,410877,16000,17986,18545,0
3091,440000,1,4,2,40,0,0,0,324469,324109,287932,11129,10300,11098,0
3092,80000,2,1,2,35,2,0,0,76414,78009,78616,3100,2420,2000,0
3093,280000,2,3,2,36,0,0,0,192045,195162,198105,9300,9500,9509,0
3094,110000,2,2,2,36,2,2,2,105014,104574,94521,9000,10,3917,0
3095,360000,2,2,1,37,0,0,2,0,1000,1000,1000,0,0,0
3096,340000,2,3,2,40,0,0,0,58363,106270,159464,56270,59503,3330,0
3097,260000,1,3,1,36,0,0,0,1086,2853,38836,3552,38836,20000,0
3098,210000,1,1,1,35,0,0,0,1525,800,850,800,850,2340,0
3099,230000,1,3,2,40,0,0,0,219712,208532,229229,30500,25000,10000,0
3100,30000,3,2,2,40,1,0,0,8247,16463,7090,16463,1314,10000,0
3101,30000,2,2,1,34,0,0,0,27306,28312,29327,1747,1800,1136,0
3102,130000,1,1,2,36,0,0,0,132110,133734,129299,6359,4505,4530,0
3103,30000,2,3,2,39,0,0,0,640,29013,27731,30013,2000,1232,0
3104,60000,1,1,2,41,0,0,0,27347,22915,22243,5000,7243,5000,0
3105,260000,2,2,1,35,0,0,0,106093,95060,90948,4410,6500,9500,0
3106,260000,1,3,2,35,1,0,0,0,2000,558,2000,558,218,0
3107,80000,1,1,2,36,0,0,0,63677,64162,38141,2000,1905,1350,0
3108,230000,2,2,2,39,1,0,0,0,0,0,0,0,0,0
3109,140000,2,3,2,39,0,0,0,130261,95550,96273,3474,4000,4000,0
3110,570000,2,3,1,42,0,0,0,4119,-1031,5100,0,11500,5200,0
3111,5e+05,2,2,2,35,0,0,0,48650,15183,11626,15183,11727,8986,0
3112,20000,2,3,2,42,1,2,0,18761,18167,19202,0,1634,1610,0
3113,120000,1,2,2,35,1,0,0,0,0,369,0,369,55,0
3114,170000,2,3,1,41,0,0,0,73254,68005,63311,2500,3000,2200,0
3115,210000,2,3,2,40,0,0,0,39397,38683,39210,2000,1985,1300,0
3116,30000,2,1,2,41,0,0,0,8922,6698,187,1275,187,1000,0
3117,70000,2,3,2,40,0,0,0,66330,68278,69181,3049,2621,3032,0
3118,90000,1,2,2,42,0,0,0,63049,71245,70819,10000,1612,0,0
3119,240000,1,2,2,37,0,0,0,5366,-34,6911,0,6945,614,0
3120,10000,1,2,2,40,1,2,2,3892,3686,5064,0,1600,0,0
3121,180000,2,3,2,34,0,0,0,60258,51699,48469,2130,2200,2200,0
3122,60000,3,3,1,40,0,0,0,49689,2497,59271,3007,59274,1500,0
3123,2e+05,1,3,2,37,0,0,0,188,2210,2451,2215,2451,3043,0
3124,80000,2,2,1,38,0,0,0,75264,75919,78078,3200,4613,1100,0
3125,360000,1,3,1,33,0,0,0,2369,1367,8570,1367,8570,5625,0
3126,1e+05,1,1,2,45,1,0,0,-5,580,2207,585,2207,630,0
3127,280000,2,2,2,31,0,0,0,31248,32081,32897,1527,1541,1192,0
3128,50000,1,4,2,39,0,0,0,85305,86152,56250,4000,2257,2000,0
3129,210000,1,3,2,38,0,0,0,200239,195025,165356,9510,7000,10079,0
3130,120000,1,1,2,34,0,0,0,3140,448,0,448,0,0,0
3131,320000,1,2,1,36,0,0,0,14237,26123,28637,15031,8081,5072,0
3132,80000,2,3,1,46,0,0,0,84437,85065,77727,3093,8000,3000,0
3133,20000,1,2,2,38,0,0,0,7470,8492,9547,1145,1200,2000,0
3134,50000,2,3,2,38,2,0,0,6379,3257,4166,1091,1000,0,0
3135,370000,2,1,1,34,0,0,0,258397,236235,204503,9661,9599,8683,0
3136,30000,1,2,1,38,1,0,0,-2221,-8152,-4220,0,0,35821,0
3137,4e+05,2,2,1,36,0,0,0,11052,0,0,0,0,53826,0
3138,240000,2,3,1,38,0,0,0,471814,478380,395612,16044,15087,12000,0
3139,80000,2,2,2,36,0,0,0,47836,49038,53158,2000,5000,2000,0
3140,40000,1,1,2,30,1,4,4,25933,25589,25234,0,0,0,0
3141,250000,1,4,2,40,0,0,0,-6,1298,826,1304,830,2054,0
3142,410000,1,1,2,39,0,0,0,2347,4234,23591,4252,23785,225,0
3143,3e+05,2,1,2,34,0,0,0,390,390,390,390,390,390,0
3144,280000,1,3,1,41,0,0,0,146368,244092,210226,101585,90762,50119,0
3145,70000,1,1,1,31,0,0,0,71742,70978,70949,2721,2714,2632,0
3146,70000,2,2,2,39,0,0,0,68969,67682,68448,3200,3600,3075,0
3147,130000,2,2,1,42,0,0,0,131801,129141,132221,4800,5250,5050,0
3148,180000,1,2,2,42,0,0,0,182026,111563,78169,4500,10056,200,0
3149,210000,1,3,2,36,1,2,0,5589,2687,3746,14,4062,5005,0
3150,80000,1,1,2,40,0,0,0,18608,19583,19098,2000,2000,1090,0
3151,50000,2,2,2,31,0,0,0,43638,42146,30026,2200,1700,2000,0
3152,5e+05,1,3,1,38,0,0,0,396,1043,19230,1043,19230,100062,0
3153,270000,1,3,1,39,0,0,0,0,0,0,0,0,0,0
3154,430000,2,4,2,33,0,0,0,626648,586825,547667,20659,20421,16943,0
3155,5e+05,1,3,1,38,0,0,0,719,1550,-50,1558,0,0,0
3156,1e+05,1,2,2,40,1,1,0,3856,-1278,7571,2,9586,1014,0
3157,30000,2,3,2,36,0,0,0,26135,27407,29002,2000,2500,1500,0
3158,180000,1,2,2,37,0,0,0,110856,99925,102359,5000,5024,4300,0
3159,360000,2,1,1,38,0,0,0,348,7963,198840,8047,200222,1044,0
3160,3e+05,2,1,1,36,0,0,0,103792,108297,75385,8401,4266,3087,0
3161,50000,2,3,1,38,1,0,0,0,0,0,0,0,0,0
3162,460000,2,4,1,44,0,0,0,1358,55022,50394,55071,1263,3934,0
3163,170000,2,2,2,34,0,0,2,57198,59379,28679,3200,2000,3000,0
3164,150000,1,2,2,37,0,0,0,1906,4983,12029,5002,12040,13821,0
3165,110000,2,2,1,39,2,0,0,28290,30516,39584,3000,10000,5000,0
3166,50000,1,1,1,38,1,2,2,26915,26184,29261,0,3500,0,0
3167,180000,2,3,2,35,0,0,0,0,0,0,0,0,0,0
3168,2e+05,1,3,2,40,0,0,0,4739,-61,-61,0,0,0,0
3169,80000,2,2,2,40,0,0,0,75125,77353,78321,3503,5001,2092,0
3170,360000,1,3,2,38,0,0,0,2334,37570,5102,37570,5102,15701,0
3171,80000,1,2,2,35,0,0,0,10593,41217,8815,41217,8815,24012,0
3172,30000,1,2,1,39,0,0,0,22503,24802,29367,3000,5000,0,0
3173,150000,1,2,2,43,1,2,2,147833,148066,142163,6130,27,4610,0
3174,80000,2,2,1,36,2,2,2,73113,74639,75408,3300,2600,3000,0
3175,80000,1,1,1,43,0,0,0,-1590,-6256,-10922,4666,4666,4666,0
3176,1e+05,1,2,2,37,0,0,0,39000,40123,41217,1900,1900,1800,0
3177,390000,1,2,2,39,0,0,0,1162,759,695,759,699,115,0
3178,50000,2,2,2,36,0,0,0,50566,50050,37005,1738,1746,1289,0
3179,30000,2,3,2,40,0,0,0,1512,2458,664,1000,664,1500,0
3180,240000,2,3,2,37,0,0,0,203850,203979,204712,7500,8000,8400,0
3181,20000,2,3,2,33,1,0,0,0,0,0,0,0,1004,0
3182,80000,2,2,2,35,0,0,0,60423,55120,20407,2007,2000,1014,0
3183,3e+05,1,2,1,36,0,0,0,3016,24038,6221,12165,6252,34042,0
3184,240000,2,3,2,32,0,0,0,28438,29923,7655,29923,7655,23925,0
3185,5e+05,1,1,1,34,0,0,0,1665,1665,1665,1666,1666,1666,0
3186,220000,1,3,2,39,0,0,0,52593,65221,73395,15000,10000,10000,0
3187,40000,2,3,1,36,0,0,0,18338,20033,21687,2000,2000,1000,0
3188,110000,1,2,1,38,0,0,0,52489,53615,54803,2000,2050,1895,0
3189,10000,2,3,2,31,0,0,0,1727,1508,3096,1508,3098,3400,0
3190,2e+05,2,3,2,38,0,0,2,195128,203187,209286,13600,12200,0,0
3191,290000,2,2,2,41,0,0,0,-68,-68,-68,0,0,743,0
3192,130000,2,2,1,39,0,0,0,133400,0,0,0,0,0,0
3193,4e+05,2,1,2,33,0,0,0,10150,5869,5750,5869,5750,132872,0
3194,2e+05,1,2,1,38,0,0,0,41190,40921,17702,2138,5101,19,0
3195,80000,1,2,1,39,0,0,0,79690,80976,57827,3181,2050,1684,0
3196,350000,1,3,1,39,0,0,0,93676,91832,88719,3240,5006,4014,0
3197,180000,2,2,2,35,0,0,0,174104,171889,172288,7000,8000,8000,0
3198,50000,1,2,2,47,0,0,0,16053,16024,25350,2000,10000,1500,0
3199,390000,2,3,2,38,0,0,0,30400,34756,29530,5000,5000,5000,0
3200,260000,2,2,1,36,0,0,0,251829,234867,237497,10000,10500,9150,0
3201,50000,1,2,2,38,2,2,2,46191,44808,38605,3800,1500,0,0
3202,130000,1,2,2,39,0,0,0,132214,132361,128904,5500,5904,4785,0
3203,5e+05,2,2,2,38,0,0,0,455042,364288,261185,12564,10000,6476,0
3204,230000,2,2,1,38,0,0,0,5504,4782,3864,2000,2000,2000,0
3205,90000,2,3,2,41,0,0,0,2780,1950,7956,1950,7956,499,0
3206,430000,2,3,2,41,0,0,0,67336,53400,52214,3261,3051,1199,0
3207,1e+05,2,3,2,37,0,0,0,33330,36282,38673,3500,3000,5000,0
3208,150000,2,2,2,36,0,0,0,69955,59380,57431,1873,1897,1552,0
3209,120000,1,2,1,37,0,0,0,112123,114344,117684,4089,5179,2543,0
3210,190000,1,2,2,40,1,0,0,-2500,-3000,-3000,0,0,0,0
3211,350000,2,3,2,38,0,0,0,3272,6968,0,7008,0,0,0
3212,140000,1,1,2,39,1,0,0,0,0,0,0,0,0,0
3213,280000,1,3,2,30,0,0,0,733,168,786,168,786,1028,0
3214,2e+05,1,3,2,41,1,0,0,0,0,0,0,0,0,0
3215,50000,2,2,1,42,0,0,0,40959,41996,43296,2000,2000,1608,0
3216,90000,2,2,2,37,0,0,0,89608,87743,87363,4507,4000,2500,0
3217,180000,1,2,2,34,0,0,0,0,0,0,0,0,0,0
3218,120000,1,3,2,40,0,0,0,1680,17749,4748,17749,4748,7020,0
3219,130000,2,2,2,41,1,0,0,0,0,1485,0,1485,0,0
3220,120000,1,1,2,37,0,0,0,27666,28036,29555,1500,2000,1000,0
3221,130000,2,2,1,40,0,0,0,39074,39767,38680,1766,1521,3100,0
3222,240000,2,3,1,40,0,0,0,199671,193523,187389,7000,7000,7000,0
3223,210000,2,2,1,40,0,0,0,92083,88001,90533,4000,4000,4000,0
3224,1e+05,1,2,2,33,2,0,0,736,1237,40476,1237,43757,2005,0
3225,70000,1,2,2,37,0,0,0,8193,7569,8127,1122,2127,2000,0
3226,90000,2,3,1,38,1,2,2,58518,52526,45640,3006,99,1500,0
3227,5e+05,1,3,2,42,0,0,0,4240,80648,110704,80648,35000,10000,0
3228,90000,2,2,2,36,0,0,0,13107,13740,14770,1251,1281,1173,0
3229,150000,1,2,1,39,0,0,0,172935,46462,42407,35749,3016,1201,0
3230,210000,1,2,2,42,0,0,0,189307,194602,199963,8438,10000,10000,0
3231,3e+05,2,2,1,35,0,0,0,306623,296304,295855,12000,11504,8500,0
3232,120000,1,2,2,38,0,0,0,123270,122736,123394,6000,6500,6500,0
3233,30000,2,1,1,36,1,2,0,18034,16604,16635,6,1335,2000,0
3234,70000,2,2,2,37,0,0,0,67864,59165,29314,2044,1773,1181,0
3235,2e+05,1,2,1,36,1,0,0,-1,-1,296,0,297,303,0
3236,20000,1,1,1,40,0,0,0,17860,11627,19648,1400,19648,1307,0
3237,110000,1,2,1,32,0,0,0,93983,88777,82501,3371,2636,1883,0
3238,180000,1,3,2,39,0,0,0,174648,104179,84940,5000,13000,3000,0
3239,120000,2,2,2,42,0,0,0,100,0,0,0,0,618,0
3240,360000,2,2,2,35,0,0,0,83412,77205,16250,3700,1123,500,0
3241,30000,1,2,2,37,0,0,0,26253,27256,28472,1444,1660,1400,0
3242,160000,1,1,2,36,0,0,0,151963,141884,143428,5100,7100,7500,0
3243,410000,1,2,1,39,0,0,0,597,2326,7670,2329,7670,1761,0
3244,2e+05,1,1,2,39,0,0,0,60473,151786,109495,101796,29894,13943,0
3245,340000,1,2,1,36,0,0,0,331003,332829,274467,15110,11019,9502,0
3246,240000,1,3,1,37,0,0,0,7278,800,437,804,437,11705,0
3247,350000,1,2,2,42,0,0,0,67648,68557,63179,3039,2047,1750,0
3248,250000,2,2,2,37,0,0,0,62131,63238,51547,2741,1741,1824,0
3249,60000,2,3,2,39,0,0,0,20847,13801,14366,13809,14583,4889,0
3250,360000,2,1,1,38,0,0,0,32290,33747,39840,2000,7000,7000,0
3251,180000,1,3,1,37,0,0,0,170619,172057,177813,6063,8431,6845,0
3252,260000,1,2,2,42,0,0,0,191160,194522,190339,8357,7200,6500,0
3253,350000,3,2,2,34,2,2,0,52949,-4577,-4577,3682,0,1878,0
3254,90000,1,2,2,43,0,0,0,264,0,528,0,528,0,0
3255,210000,1,2,2,40,0,0,0,41826,42820,44156,1520,1856,1564,0
3256,180000,2,3,2,34,1,0,0,0,0,0,0,0,0,0
3257,170000,1,3,2,39,0,0,0,1218,2434,1537,2434,1537,2156,0
3258,2e+05,1,3,1,40,0,0,0,30144,32649,32425,3000,1000,1000,0
3259,50000,2,1,2,37,0,0,0,35988,26708,25230,1700,2000,3000,0
3260,4e+05,1,3,1,36,0,0,0,1751,7046,2026,7046,2026,8686,0
3261,180000,1,3,2,35,1,2,0,114413,111165,117004,0,10000,6000,0
3262,340000,1,2,2,34,0,0,0,16729,8942,10301,8942,10321,20793,0
3263,50000,2,2,2,41,0,0,0,67570,61248,54707,3000,3000,2100,0
3264,80000,2,2,2,36,0,0,0,80919,77264,79332,3000,3700,4000,0
3265,240000,2,1,2,33,0,0,0,167686,108246,111397,3977,5000,3000,0
3266,150000,1,1,2,38,0,0,0,125403,110822,107782,5018,5081,6041,0
3267,50000,2,2,1,37,0,0,0,46521,47597,48799,2150,2352,1239,0
3268,80000,1,3,2,36,0,0,0,2175,358,1872,358,1872,746,0
3269,160000,2,2,2,37,0,0,0,2191,645,2102,645,2118,5477,0
3270,210000,1,3,1,42,0,0,0,103772,95228,87678,4000,4000,3000,0
3271,3e+05,1,2,1,41,1,0,2,-165580,324392,296931,505000,331,1070,0
3272,150000,2,3,2,34,0,0,0,110018,47600,26219,2400,1619,2550,0
3273,270000,2,2,2,36,0,0,0,62516,48770,47846,1854,1952,1418,0
3274,130000,1,2,2,40,0,0,0,1451,1175,2751,1175,2751,2995,0
3275,1e+05,3,1,2,37,0,0,2,836,1859,1672,2695,0,0,0
3276,110000,2,1,2,34,1,2,0,23258,22591,23920,0,2000,2000,0
3277,220000,2,3,1,29,1,2,0,7311,5590,1066,0,1066,2404,0
3278,50000,2,2,1,40,0,0,0,50094,50461,50994,2479,2412,1162,0
3279,50000,2,2,1,42,0,0,0,44385,45637,46815,1992,2170,1282,0
3280,5e+05,1,3,2,41,0,0,0,322849,331476,339278,14000,15000,4000,0
3281,210000,2,2,2,41,1,0,0,21854,17376,18796,2269,3000,100004,0
3282,120000,1,2,2,33,0,0,0,106469,108606,107945,5400,4000,5500,0
3283,360000,1,2,2,36,0,0,0,0,212,3748,212,3759,0,0
3284,260000,2,2,1,37,0,0,0,255691,262736,36638,14000,5022,130000,0
3285,30000,1,2,1,43,0,0,2,12855,16012,16453,3690,1000,0,0
3286,230000,2,3,2,38,1,0,0,-9,-9,986,0,995,0,0
3287,20000,2,2,1,40,0,0,0,1000,0,16668,0,25464,0,0
3288,360000,1,2,2,35,0,0,0,39685,32219,34541,1600,3019,900,0
3289,50000,2,1,2,38,0,0,0,48155,49157,50417,1798,2058,1683,0
3290,40000,2,2,2,38,0,0,0,18653,20035,21406,2000,2000,4000,0
3291,2e+05,1,2,2,36,0,0,0,97645,99894,97400,3952,4500,4283,0
3292,160000,2,2,2,39,1,0,0,0,0,6204,0,6204,0,0
3293,190000,1,2,2,34,0,0,0,6637,6476,14501,6476,14915,1190,0
3294,230000,2,1,2,40,0,0,0,2781,12515,3090,12540,3099,1884,0
3295,2e+05,1,4,2,37,0,0,0,198595,194734,190447,7003,7000,7000,0
3296,120000,1,2,1,39,0,0,0,30000,0,10780,0,10780,0,0
3297,160000,1,3,2,35,0,0,0,5459,20415,2141,20415,2141,2144,0
3298,130000,1,1,2,38,0,0,0,780,0,780,0,780,0,0
3299,10000,1,2,2,28,3,2,0,10243,9920,8894,0,1281,1135,0
3300,140000,2,2,1,34,0,0,0,105930,59125,54636,3029,2000,2059,0
3301,170000,1,3,1,36,0,0,0,12980,12724,11888,1550,1000,216,0
3302,10000,2,1,1,40,1,0,0,0,0,0,0,0,0,0
3303,50000,1,1,2,36,0,0,2,35415,38940,36319,6960,0,1000,0
3304,1e+05,2,2,2,38,0,0,0,51146,54716,58766,5000,5500,2300,0
3305,2e+05,1,1,2,40,0,0,0,0,0,0,0,0,0,0
3306,160000,2,3,1,35,2,2,2,101430,103870,106719,5000,6000,4000,0
3307,280000,1,1,1,31,0,0,0,1466,1466,25482,1473,25489,1348,0
3308,120000,1,3,2,39,0,0,0,120290,116082,118405,6000,6000,4000,0
3309,160000,2,1,2,36,0,0,2,19542,24035,17561,10000,0,17098,0
3310,360000,2,3,1,38,1,0,0,-2,513,1070,515,1075,0,0
3311,440000,1,3,2,37,0,0,0,232526,1025,0,1025,0,26549,0
3312,240000,2,2,1,37,0,0,0,508581,471796,468202,17389,80167,15167,0
3313,390000,1,3,2,37,0,0,2,48378,52279,51176,4705,0,2712,0
3314,110000,2,2,1,41,0,0,0,68773,69527,76273,3500,10000,3500,0
3315,140000,2,2,2,38,0,0,0,33740,34154,21945,1363,1952,2000,0
3316,2e+05,1,2,1,37,0,0,0,75,3707,697,3707,697,0,0
3317,270000,2,3,2,36,0,0,0,15167,841,9842,845,9896,7977,0
3318,460000,2,3,1,41,0,0,0,410033,385394,325663,16088,13039,11127,0
3319,50000,2,1,2,39,0,0,0,33507,32401,7087,1108,1118,258,0
3320,5e+05,2,3,1,37,0,0,0,192257,201402,444462,40000,300018,15000,0
3321,5e+05,2,3,1,37,0,0,0,1369,6138,20424,4769,19629,157,0
3322,2e+05,1,3,1,39,0,0,0,192257,192560,198501,7004,10061,7071,0
3323,430000,2,3,2,35,0,0,0,35792,36894,44848,2000,10002,2000,0
3324,80000,1,3,2,39,0,0,0,79393,77400,78453,3400,3000,5027,0
3325,130000,2,3,2,43,0,0,0,86883,99516,77188,40000,3400,3000,0
3326,80000,1,1,1,39,0,0,0,49897,50892,52472,1822,2401,2581,0
3327,20000,2,2,1,37,0,0,0,15960,0,-1953,0,18047,7985,0
3328,220000,1,2,1,36,0,0,0,165583,168400,171249,6500,6000,4500,0
3329,50000,2,3,2,37,1,0,0,0,1950,2576,1950,2576,10000,0
3330,130000,1,1,2,35,0,0,0,32667,33822,34975,2000,2000,1850,0
3331,1e+05,1,1,2,39,0,0,0,1490,0,210,0,210,0,0
3332,120000,1,2,2,43,0,0,0,106609,380,0,380,0,970,0
3333,160000,1,3,2,36,0,0,0,316,316,0,316,0,316,0
3334,50000,1,1,1,41,0,0,0,62315,60180,58108,2200,2200,2000,0
3335,250000,1,2,2,36,1,2,2,196192,191745,205681,0,17000,0,0
3336,360000,2,3,1,37,0,0,0,2220,0,0,0,0,0,0
3337,50000,2,1,1,40,0,0,0,52828,93362,46645,3000,2403,6700,0
3338,60000,2,2,1,40,0,0,0,40171,37274,30203,1491,2000,1092,0
3339,90000,2,3,2,35,0,0,0,83840,81111,83081,3200,3500,3000,0
3340,270000,2,3,2,26,0,0,0,11306,11263,13021,1500,2000,2000,0
3341,320000,2,3,1,33,0,0,0,5562,6061,3829,6091,3848,937,0
3342,130000,1,2,2,34,0,0,0,8920,9538,10174,1161,1187,1439,0
3343,30000,1,2,1,38,0,0,4,22261,28083,27371,6200,0,0,0
3344,150000,2,2,2,42,1,2,0,65542,28311,23978,0,2145,10000,0
3345,2e+05,2,3,1,30,0,0,0,3773,3990,9048,4029,9048,4700,0
3346,290000,1,1,1,42,0,0,0,62381,32320,22528,1778,1565,212,0
3347,80000,2,3,2,37,0,0,0,78358,826,-507,826,0,4969,0
3348,240000,2,3,1,38,0,0,0,1643,7060,650,8000,5000,5000,0
3349,450000,1,3,2,40,0,0,0,403,0,0,0,0,390,0
3350,220000,1,3,2,42,0,0,0,67722,74057,75767,7500,3500,4000,0
3351,210000,2,2,2,33,0,0,0,215842,220042,214545,9500,9100,9900,0
3352,2e+05,1,2,1,38,0,0,0,205150,0,0,0,0,0,0
3353,80000,3,2,1,39,0,0,0,3719,4444,0,1000,0,0,0
3354,140000,2,2,1,36,0,0,0,31367,29652,30178,1614,10018,2009,0
3355,50000,2,2,2,37,0,0,0,44593,33019,13552,5000,3000,0,0
3356,50000,2,2,1,43,1,0,0,-697,48266,47194,49900,1800,1700,0
3357,2e+05,1,1,2,39,0,0,0,858,1406,3673,1406,3673,0,0
3358,2e+05,2,3,1,33,0,0,0,-4,909,6737,913,6737,6031,0
3359,250000,1,3,2,38,2,0,0,138380,141223,156858,5136,17994,0,0
3360,290000,1,3,2,42,0,0,0,216328,218435,218783,8000,8600,6700,0
3361,210000,2,1,2,37,0,0,0,316,312,2368,312,2376,316,0
3362,60000,2,1,1,39,0,0,0,57530,59869,59942,3869,2742,1200,0
3363,620000,2,3,2,37,0,0,0,31400,32166,17206,32335,17244,154826,0
3364,20000,2,3,2,36,0,0,0,14785,15262,17650,3000,2650,2000,0
3365,80000,2,3,1,34,0,0,0,7412,945,1096,945,1096,163,0
